Wall time,Step,Value
1669392467.586776,9,1532.8253173828125
1669392500.9745417,19,836.8367919921875
1669392533.9431388,29,684.9601440429688
1669392567.1033785,39,577.1591186523438
1669392600.5225437,49,539.511474609375
1669392634.1210232,59,486.9393310546875
1669392667.6086178,69,458.1993103027344
1669392701.5406938,79,460.29266357421875
1669392734.9874053,89,414.6095886230469
1669392768.4447234,99,402.67022705078125
1669392801.2686357,109,365.6790771484375
1669392834.696771,119,347.6290283203125
1669392868.0265741,129,353.6926574707031
1669392901.433018,139,339.0230712890625
1669392934.9038422,149,352.1185302734375
1669392968.3834105,159,357.0881042480469
1669393001.3244705,169,339.2751159667969
1669393034.4477565,179,315.3505859375
1669393067.6938818,189,292.0728759765625
1669393101.1659892,199,300.26776123046875
1669393134.4167528,209,271.0962829589844
1669393167.6155744,219,280.453125
1669393201.06126,229,278.47821044921875
1669393234.320978,239,259.7484130859375
1669393267.6425152,249,281.61041259765625
1669393301.1624215,259,269.9803161621094
1669393334.59017,269,273.1694030761719
1669393367.625925,279,264.0414733886719
1669393400.9391437,289,260.5906677246094
1669393433.8569741,299,252.3523712158203
1669393467.1778646,309,266.77886962890625
1669393500.3050845,319,254.67027282714844
1669393533.3839977,329,251.52206420898438
1669393566.4041097,339,248.5515899658203
1669393599.1140754,349,261.4808654785156
1669393632.3353214,359,245.14349365234375
1669393665.5750885,369,233.51834106445312
1669393698.3931527,379,234.64093017578125
1669393731.3634014,389,214.29441833496094
1669393764.017404,399,231.41259765625
1669393797.225184,409,220.75897216796875
1669393829.9159508,419,226.98516845703125
1669393862.7162418,429,229.6392822265625
1669393895.9268928,439,204.7300567626953
1669393928.8530145,449,227.95849609375
1669393962.0292773,459,212.00820922851562
1669393994.9978561,469,209.16433715820312
1669394028.0589833,479,213.06980895996094
1669394062.6858747,489,220.32981872558594
1669394095.3690364,499,209.22669982910156
1669394128.7060616,509,208.1525421142578
1669394161.6103983,519,203.96827697753906
1669394194.7833536,529,198.41925048828125
1669394227.9948323,539,206.4893035888672
1669394261.0432773,549,197.49465942382812
1669394293.9193387,559,196.323486328125
1669394326.6409724,569,194.63375854492188
1669394359.396506,579,202.227783203125
1669394394.7922475,589,191.445556640625
1669394427.5255623,599,188.3267059326172
1669394460.2823653,609,196.3344268798828
1669394493.8531294,619,191.68228149414062
1669394526.6723855,629,192.70089721679688
1669394559.7242944,639,191.800537109375
1669394592.3809843,649,188.25244140625
1669394625.159563,659,184.93519592285156
1669394658.1057005,669,186.5122528076172
1669394690.7486742,679,187.0252685546875
1669394724.1902044,689,196.83969116210938
1669394757.0428205,699,194.79310607910156
1669394789.8242612,709,202.99732971191406
1669394822.7633328,719,198.7012481689453
1669394855.693412,729,199.38255310058594
1669394888.903133,739,192.9820098876953
1669394921.7918196,749,189.9044189453125
1669394954.5107522,759,183.56288146972656
1669394987.1752517,769,179.24400329589844
1669395019.9403546,779,175.75819396972656
1669395052.6710465,789,179.8240203857422
1669395085.8160064,799,182.0767364501953
1669395119.1514606,809,175.1277618408203
1669395152.0111659,819,178.35740661621094
1669395184.94698,829,180.55014038085938
1669395217.658835,839,175.66839599609375
1669395250.417401,849,178.0086212158203
1669395283.525961,859,178.76324462890625
1669395316.3788867,869,176.23289489746094
1669395349.7706633,879,168.3279571533203
1669395382.8334599,889,171.54736328125
1669395415.7133596,899,170.58656311035156
1669395448.9204175,909,172.24522399902344
1669395482.1138666,919,171.49801635742188
1669395515.0101397,929,164.540283203125
1669395547.9429953,939,171.91650390625
1669395581.0339873,949,172.6564483642578
1669395614.051382,959,170.83590698242188
1669395646.8987489,969,172.02711486816406
1669395680.9555247,979,166.0767059326172
1669395713.853606,989,169.280029296875
1669395746.849676,999,172.0642547607422
