Wall time,Step,Value
1669559973.1432865,19,1.1920292377471924
1669560003.263277,39,0.6361216902732849
1669560033.572645,59,0.5581357479095459
1669560064.9463952,79,0.5696563124656677
1669560095.597422,99,0.5112061500549316
1669560127.0250056,119,0.5473165512084961
1669560157.9963868,139,0.5491417050361633
1669560188.4563925,159,0.5795475244522095
1669560219.2458484,179,0.516056478023529
1669560250.4069147,199,0.507856011390686
1669560281.9523103,219,0.4769606590270996
1669560313.0719686,239,0.4964512288570404
1669560346.0884635,259,0.4948166310787201
1669560377.2873495,279,0.4567200243473053
1669560408.053098,299,0.46633821725845337
1669560439.3600874,319,0.4575697183609009
1669560470.8955019,339,0.4719858467578888
1669560502.3371658,359,0.4679478108882904
1669560534.0712457,379,0.46420615911483765
1669560565.8217165,399,0.45007938146591187
1669560597.4174585,419,0.44659265875816345
1669560629.7388153,439,0.4563363194465637
1669560660.8817134,459,0.48477089405059814
1669560692.0256433,479,0.44064316153526306
1669560723.1963646,499,0.4487104117870331
1669560754.0809383,519,0.43964579701423645
1669560785.1370904,539,0.45969974994659424
1669560815.7508307,559,0.47452184557914734
1669560846.850086,579,0.4758622348308563
1669560877.8841891,599,0.4556293189525604
1669560908.8938227,619,0.45303279161453247
1669560940.149813,639,0.4334622025489807
1669560971.3875875,659,0.4734301269054413
1669561003.3369496,679,0.4338708817958832
1669561034.091044,699,0.4518781900405884
1669561064.9899812,719,0.43762123584747314
1669561096.4855168,739,0.4300638735294342
1669561127.4747806,759,0.42838528752326965
1669561158.3593104,779,0.4241701662540436
1669561189.8438082,799,0.4371907114982605
1669561220.7978797,819,0.45470359921455383
1669561251.6498904,839,0.43882811069488525
1669561283.113943,859,0.43601512908935547
1669561314.5465646,879,0.4022118151187897
1669561345.083046,899,0.4345678389072418
1669561376.1663814,919,0.42379558086395264
1669561407.486329,939,0.44103381037712097
1669561438.3412275,959,0.44662827253341675
1669561469.1193037,979,0.43363070487976074
1669561499.5724998,999,0.43980708718299866
1669561530.6782181,1019,0.4299933612346649
1669561561.8732362,1039,0.4180479645729065
1669561592.798863,1059,0.4173508584499359
1669561623.5205364,1079,0.4354482889175415
1669561654.3557172,1099,0.4135383367538452
1669561685.436137,1119,0.4017455577850342
1669561716.8925335,1139,0.41974392533302307
1669561747.8870013,1159,0.42461851239204407
1669561778.6598604,1179,0.4305102825164795
1669561809.1678185,1199,0.43408241868019104
1669561840.3129652,1219,0.4360572099685669
1669561871.0211596,1239,0.43235623836517334
1669561902.2414804,1259,0.41784998774528503
1669561932.8949673,1279,0.42217808961868286
1669561963.532277,1299,0.43591606616973877
1669561994.278816,1319,0.4175551235675812
1669562025.205774,1339,0.4346988797187805
1669562055.942636,1359,0.4229964315891266
1669562086.9897451,1379,0.42224299907684326
1669562117.8606505,1399,0.442732036113739
1669562148.9471333,1419,0.43585121631622314
1669562180.3133702,1439,0.4234243631362915
1669562211.2191503,1459,0.42026129364967346
1669562242.2249835,1479,0.420058012008667
1669562273.491443,1499,0.42660626769065857
1669562304.3225925,1519,0.42144402861595154
1669562335.2601788,1539,0.4332551956176758
1669562365.980653,1559,0.41780441999435425
1669562396.772069,1579,0.41697919368743896
1669562427.5792725,1599,0.41604122519493103
1669562458.7259278,1619,0.4109315276145935
1669562489.488599,1639,0.41968590021133423
1669562520.518215,1659,0.41714245080947876
1669562551.4735324,1679,0.4097369909286499
1669562582.4319582,1699,0.42306938767433167
1669562613.3944516,1719,0.42197516560554504
1669562644.3680582,1739,0.4022720754146576
1669562675.123721,1759,0.419658362865448
1669562706.2207701,1779,0.42586538195610046
1669562737.1125731,1799,0.44062843918800354
1669562768.069251,1819,0.4150814414024353
1669562798.9702876,1839,0.43771129846572876
1669562830.3523824,1859,0.4168623387813568
1669562861.2199488,1879,0.4306063950061798
1669562891.8503008,1899,0.42771345376968384
1669562922.592611,1919,0.41910988092422485
1669562954.320189,1939,0.42271679639816284
1669562985.0187407,1959,0.4127941131591797
1669563015.7623966,1979,0.40793102979660034
1669563046.9334013,1999,0.4088660776615143
