Wall time,Step,Value
1669422786.8336968,9,149.49684143066406
1669422820.7660666,19,85.40770721435547
1669422854.5240073,29,62.88067626953125
1669422888.1191096,39,55.00217056274414
1669422921.790707,49,49.327003479003906
1669422955.4936843,59,45.062416076660156
1669422989.3396235,69,41.218196868896484
1669423023.2193575,79,39.595577239990234
1669423056.8133795,89,37.014156341552734
1669423090.509087,99,36.3828125
1669423123.8772058,109,35.91205978393555
1669423157.9054995,119,34.469242095947266
1669423191.9528131,129,34.151546478271484
1669423225.799514,139,32.33552169799805
1669423259.6538455,149,31.69324493408203
1669423293.158965,159,31.350011825561523
1669423327.0129578,169,30.833162307739258
1669423360.8096633,179,30.423980712890625
1669423394.3173769,189,29.56890869140625
1669423428.1854498,199,30.15410041809082
1669423461.5849311,209,28.42620849609375
1669423495.007738,219,28.469970703125
1669423528.723358,229,28.036373138427734
1669423562.4882598,239,27.026098251342773
1669423596.2620382,249,26.775697708129883
1669423629.459685,259,26.935426712036133
1669423663.7365088,269,26.474578857421875
1669423697.123819,279,26.481788635253906
1669423730.6640413,289,26.880525588989258
1669423764.2569852,299,25.485923767089844
1669423798.004308,309,26.476303100585938
1669423831.5211215,319,25.71306037902832
1669423864.9832554,329,25.63589859008789
1669423898.3932555,339,25.457714080810547
1669423931.522146,349,25.476167678833008
1669423965.2525663,359,24.808149337768555
1669423998.789757,369,24.24981689453125
1669424032.1888607,379,24.345176696777344
1669424065.1861832,389,22.772476196289062
1669424098.62126,399,23.934097290039062
1669424132.3127606,409,23.286964416503906
1669424166.044676,419,23.1799373626709
1669424199.7609477,429,23.658313751220703
1669424233.3314095,439,22.197046279907227
1669424266.6373768,449,23.822486877441406
1669424299.8121684,459,22.584741592407227
1669424333.2930386,469,23.09674072265625
1669424366.656011,479,21.722896575927734
1669424400.4629881,489,21.906490325927734
1669424434.1094239,499,21.626100540161133
1669424467.1408935,509,22.014995574951172
1669424500.557458,519,21.29393768310547
1669424534.2661583,529,21.446725845336914
1669424567.5614636,539,21.965682983398438
1669424601.1288044,549,21.641990661621094
1669424634.430495,559,20.902658462524414
1669424667.5958822,569,20.835838317871094
1669424700.9267788,579,20.446453094482422
1669424734.2085679,589,20.05218505859375
1669424767.4714391,599,19.73250961303711
1669424800.6773412,609,20.85145378112793
1669424834.1137092,619,20.77327537536621
1669424867.6772656,629,20.684389114379883
1669424900.891604,639,19.904762268066406
1669424934.389427,649,19.93212127685547
1669424967.601892,659,19.88222885131836
1669425000.8311937,669,20.116750717163086
1669425034.0404217,679,19.446067810058594
1669425067.446312,689,19.573673248291016
1669425101.104955,699,19.928123474121094
1669425134.3910203,709,20.32046127319336
1669425167.8153062,719,20.08087730407715
1669425200.9567158,729,19.374874114990234
1669425234.376133,739,19.492353439331055
1669425267.5907395,749,19.537132263183594
1669425300.9074917,759,18.59052085876465
1669425334.3665345,769,18.664493560791016
1669425367.6729047,779,18.90867042541504
1669425400.9992027,789,18.79395866394043
1669425434.3248365,799,18.356300354003906
1669425467.8678248,809,17.785381317138672
1669425501.1594307,819,18.314167022705078
1669425534.2618213,829,18.49672508239746
1669425567.448901,839,18.054948806762695
1669425600.7158785,849,18.364959716796875
1669425633.9678543,859,17.93421745300293
1669425667.0928726,869,17.56749153137207
1669425700.3208954,879,17.11032485961914
1669425733.6364539,889,17.082242965698242
1669425766.6388514,899,17.170743942260742
1669425799.7599614,909,17.47325325012207
1669425833.2671986,919,17.492238998413086
1669425866.61126,929,16.705646514892578
1669425899.8937573,939,17.32904815673828
1669425933.3981898,949,17.602664947509766
1669425967.459975,959,17.23312759399414
1669426000.7454393,969,16.895557403564453
1669426034.0812998,979,16.45865249633789
1669426067.4059873,989,16.697031021118164
1669426100.7556114,999,17.056926727294922
