Wall time,Step,Value
1669378517.5755775,9,1533.23388671875
1669378552.0960622,19,837.3790283203125
1669378586.3814623,29,686.7808227539062
1669378620.5228834,39,576.0467529296875
1669378655.2853186,49,517.7232055664062
1669378689.4552379,59,483.28125
1669378724.4116783,69,471.62921142578125
1669378759.0501072,79,473.08135986328125
1669378793.579178,89,414.1312255859375
1669378827.864612,99,400.84710693359375
1669378862.0987115,109,399.9809265136719
1669378896.5480216,119,377.52294921875
1669378930.6730397,129,384.50970458984375
1669378964.6680346,139,356.38214111328125
1669378999.2528613,149,327.8884582519531
1669379033.8326087,159,319.9132385253906
1669379068.3643622,169,308.18560791015625
1669379102.4870398,179,319.68609619140625
1669379137.166208,189,315.8211975097656
1669379171.3026676,199,306.27374267578125
1669379205.552351,209,274.84661865234375
1669379239.5695517,219,278.1342468261719
1669379273.469437,229,293.0060729980469
1669379307.7320402,239,283.1601867675781
1669379342.1436186,249,279.2856750488281
1669379376.2391481,259,267.34967041015625
1669379410.2600074,269,289.4302673339844
1669379444.6699958,279,295.79583740234375
1669379478.8483436,289,292.06646728515625
1669379513.1489067,299,279.0824890136719
1669379547.2113624,309,269.7181091308594
1669379581.8648283,319,278.6627197265625
1669379615.533736,329,277.7539367675781
1669379649.3840954,339,276.1937561035156
1669379682.8525176,349,269.7117614746094
1669379716.7699165,359,243.57345581054688
1669379750.5413349,369,233.1406707763672
1669379784.2130668,379,243.14935302734375
1669379817.529973,389,230.65667724609375
1669379851.0598795,399,271.0201721191406
1669379884.9412293,409,275.8650817871094
1669379918.6982818,419,244.76455688476562
1669379952.456579,429,277.8836669921875
1669379985.992748,439,270.2863464355469
1669380019.9526432,449,257.6916809082031
1669380053.2792795,459,251.06980895996094
1669380086.8797197,469,248.4974822998047
1669380120.7027836,479,228.43450927734375
1669380154.4629319,489,231.50868225097656
1669380188.139676,499,224.2032012939453
1669380221.9862096,509,232.03225708007812
1669380255.8002012,519,244.7357940673828
1669380289.5301733,529,227.28201293945312
1669380322.968063,539,240.54481506347656
1669380356.7606337,549,229.69216918945312
1669380390.4955342,559,239.75230407714844
1669380424.3968885,569,208.94873046875
1669380458.125291,579,208.01295471191406
1669380491.8209016,589,215.20977783203125
1669380525.5653856,599,203.0574188232422
1669380559.0478752,609,223.60040283203125
1669380592.397052,619,251.08631896972656
1669380626.1468375,629,229.42872619628906
1669380659.510564,639,208.86196899414062
1669380693.819958,649,221.36627197265625
1669380727.1784437,659,215.2694091796875
1669380762.3768208,669,212.09439086914062
1669380796.0074027,679,205.7141876220703
1669380829.4085839,689,201.42576599121094
1669380863.0258203,699,203.1248321533203
1669380896.7380476,709,216.3686065673828
1669380930.6079526,719,235.29714965820312
1669380964.3172777,729,232.8750457763672
1669380997.8274035,739,223.88909912109375
1669381031.4429781,749,217.6859588623047
1669381066.8086183,759,216.73275756835938
1669381100.1322608,769,213.48460388183594
1669381133.5647213,779,206.24337768554688
1669381167.4103513,789,214.8463134765625
1669381201.0838196,799,189.44151306152344
1669381234.826447,809,187.87905883789062
1669381268.3787906,819,200.8560333251953
1669381302.0338867,829,208.3396759033203
1669381335.4749124,839,190.0566864013672
1669381369.0521705,849,204.50987243652344
1669381402.5746946,859,190.1527557373047
1669381436.6366396,869,184.41287231445312
1669381470.264186,879,176.8929443359375
1669381503.8816817,889,177.89443969726562
1669381537.062576,899,203.89712524414062
1669381570.404282,909,201.2259521484375
1669381603.9930818,919,188.88705444335938
1669381637.5249765,929,178.6492462158203
1669381671.3343358,939,185.69940185546875
1669381704.890967,949,182.70657348632812
1669381738.5935094,959,178.55874633789062
1669381772.5749815,969,187.03860473632812
1669381806.1806474,979,188.03179931640625
1669381839.7136195,989,174.73208618164062
1669381873.4691453,999,187.3594970703125
