Wall time,Step,Value
1669560232.9658294,19,166.39842224121094
1669560263.561635,39,73.63872528076172
1669560295.0754855,59,61.504539489746094
1669560326.4391165,79,54.77634811401367
1669560358.4153583,99,50.43044662475586
1669560390.0656192,119,48.8373908996582
1669560421.0637867,139,51.00477981567383
1669560452.355069,159,49.11668014526367
1669560483.3412254,179,45.808380126953125
1669560514.498014,199,44.99812698364258
1669560545.806322,219,43.7236328125
1669560576.9701796,239,42.67587661743164
1669560608.1605084,259,44.37823486328125
1669560639.5999835,279,40.25978469848633
1669560670.4186332,299,40.1492805480957
1669560701.4155352,319,39.01462173461914
1669560732.6008182,339,40.42326354980469
1669560764.088393,359,39.02530288696289
1669560795.392695,379,37.807926177978516
1669560827.0464299,399,39.090145111083984
1669560858.166593,419,37.19664764404297
1669560889.0774329,439,39.227020263671875
1669560919.9573183,459,40.18970489501953
1669560950.8158364,479,39.12815856933594
1669560982.038977,499,35.10993957519531
1669561013.6254694,519,37.75109100341797
1669561044.4032269,539,38.29213333129883
1669561075.6359365,559,38.426979064941406
1669561106.691293,579,41.123023986816406
1669561138.1417344,599,38.428260803222656
1669561169.4253793,619,37.3241081237793
1669561201.4821997,639,36.3765983581543
1669561233.4848773,659,38.49786376953125
1669561265.1221886,679,36.25813674926758
1669561296.1227465,699,36.317787170410156
1669561327.8340943,719,34.57374572753906
1669561358.7776315,739,34.665443420410156
1669561389.6972303,759,36.03862380981445
1669561420.8362455,779,35.374595642089844
1669561451.8706238,799,36.0244026184082
1669561483.1202843,819,37.23600769042969
1669561513.9195166,839,35.390262603759766
1669561545.3987164,859,34.8228874206543
1669561576.1061985,879,34.59544372558594
1669561607.5724297,899,34.96001434326172
1669561638.7913232,919,33.919761657714844
1669561669.862193,939,35.05934143066406
1669561701.0463948,959,33.79849624633789
1669561732.040049,979,33.237728118896484
1669561763.234241,999,35.141727447509766
1669561794.2429197,1019,34.05171203613281
1669561825.5026097,1039,33.7022705078125
1669561856.36722,1059,33.847171783447266
1669561887.3047187,1079,33.938228607177734
1669561918.6380985,1099,33.4582633972168
1669561949.9985497,1119,33.0792236328125
1669561981.2540383,1139,33.56290817260742
1669562012.47315,1159,33.07881546020508
1669562044.2405221,1179,32.802093505859375
1669562075.1026754,1199,33.85618591308594
1669562106.0616155,1219,33.852386474609375
1669562137.1691377,1239,34.477760314941406
1669562168.0591185,1259,33.4935417175293
1669562199.1024752,1279,33.54364776611328
1669562230.0267007,1299,33.1877555847168
1669562260.9616122,1319,32.08182907104492
1669562291.9304192,1339,34.870880126953125
1669562322.9016135,1359,34.606292724609375
1669562353.8986154,1379,36.24365997314453
1669562385.1761272,1399,34.31721115112305
1669562416.139232,1419,33.19669723510742
1669562447.1769493,1439,34.254188537597656
1669562478.5102732,1459,32.06053924560547
1669562509.938813,1479,33.122596740722656
1669562541.2377298,1499,34.808204650878906
1669562572.2178504,1519,32.08765411376953
1669562603.8792067,1539,31.370193481445312
1669562635.429219,1559,32.43383026123047
1669562666.5354848,1579,32.16377639770508
1669562697.2710638,1599,32.363033294677734
1669562728.175644,1619,32.09912109375
1669562759.4029832,1639,32.272300720214844
1669562790.325859,1659,31.19219970703125
1669562821.3953075,1679,32.94612121582031
1669562852.5239995,1699,32.97785949707031
1669562883.90861,1719,32.068389892578125
1669562915.2698066,1739,32.45610427856445
1669562946.1752367,1759,30.723220825195312
1669562977.5063274,1779,32.448604583740234
1669563008.5820596,1799,31.31269645690918
1669563039.6702085,1819,31.76939582824707
1669563070.9326932,1839,33.623207092285156
1669563102.3093991,1859,32.97182083129883
1669563133.2920856,1879,31.075420379638672
1669563164.5762346,1899,30.628389358520508
1669563195.7242005,1919,32.8789176940918
1669563226.815966,1939,32.223453521728516
1669563257.6787171,1959,31.406949996948242
1669563288.6000986,1979,30.307626724243164
1669563319.9091349,1999,31.838254928588867
